id,repo,issue_number,title,text,url,created_at
10,pallets/flask,5848,Add copy-to-clipboard button for code blocks in Flask documentation.,"Add copy-to-clipboard button for code blocks in Flask documentation. ### Description  I propose to add a ""copy to clipboard"" button next to all code blocks in the Flask documentation. This will allow users to easily copy example code or command-line snippets with a single click instead of manually selecting the text. This feature greatly improves usability and convenience, especially on mobile devices.  Flask documentation uses Sphinx for static site generation, and there is an existing Sphinx extension called [sphinx-copybutton](https://sphinx-copybutton.readthedocs.io/en/latest/) that provides this functionality out of the box. It can be enabled by simply adding it to the `extensions` list in the Sphinx `conf.py` file.   This extension also supports stripping common prompts (like `>>>`, `$`) from copied content, making the copied snippets cleaner.  ### Problem this resolves  Currently, users have to manually select and copy code blocks, which can be error-prone and inconvenient. Adding a copy button makes the process faster and less error-prone.  ### Additional notes  - The change is additive and does not affect existing documentation content or structure. - This enhancement aligns Flask docs with modern documentation practices seen in many popular projects.  I am happy to implement this feature and create a pull request once the issue is approved.",https://github.com/pallets/flask/issues/5848,2025-11-19T07:09:10+00:00
11,pallets/flask,5839,"Really, I can't close connection???","Really, I can't close connection??? Jesus Christ, what kind of library doesn’t allow forcefully closing a connection? Even after returning or using abort, it still continues to process data in the background. This is disappointing, there’s no way, for example, to forcefully stop a file upload after checking its header. It will still continue to process the remaining 100 GB of the file.  ``` @app.route('/upload', methods=['POST']) def upload_file():     print(1)     return ""wtf"", 400 # still continues to process data ```",https://github.com/pallets/flask/issues/5839,2025-10-30T21:35:46+00:00
12,pallets/flask,5836,Test failures with click 8.3.1,"Test failures with click 8.3.1 Click 8.3.1 was [tagged](https://github.com/pallets/click/releases/tag/8.3.1) but not released on PyPI. Running flask's test suite with that version results in ``` ============================= test session starts ============================== platform linux -- Python 3.13.8, pytest-8.4.2, pluggy-1.6.0 rootdir: /build/flask-3.1.2 configfile: pyproject.toml testpaths: tests collected 490 items                                                              tests/test_appctx.py ..............                                      [  2%] tests/test_async.py ........                                             [  4%] tests/test_basic.py .................................................... [ 15%] ........................................................................ [ 29%] ......                                                                   [ 31%] tests/test_blueprints.py ............................................... [ 40%] .............                                                            [ 43%] tests/test_cli.py ...................................................F.. [ 54%] ...F                                                                     [ 55%] tests/test_config.py ...................                                 [ 58%] tests/test_converters.py ..                                              [ 59%] tests/test_helpers.py ...................................                [ 66%] tests/test_instance_config.py .......                                    [ 67%] tests/test_json.py ...............................                       [ 74%] tests/test_json_tag.py ..............                                    [ 77%] tests/test_logging.py ......                                             [ 78%] tests/test_regression.py .                                               [ 78%] tests/test_reqctx.py .......ss.....                                      [ 81%] tests/test_request.py ...                                                [ 82%] tests/test_session_interface.py .                                        [ 82%] tests/test_signals.py .......                                            [ 83%] tests/test_subclassing.py .                                              [ 83%] tests/test_templating.py ................................                [ 90%] tests/test_testing.py .........................                          [ 95%] tests/test_user_error_handler.py .........                               [ 97%] tests/test_views.py .............                                        [100%]  =================================== FAILURES =================================== ______________________________ test_run_cert_path ______________________________      def test_run_cert_path():         # no key         with pytest.raises(click.BadParameter):             run_command.make_context(""run"", [""--cert"", __file__])              # no cert >       with pytest.raises(click.BadParameter):              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ E       Failed: DID NOT RAISE <class 'click.exceptions.BadParameter'>   tests/test_cli.py:590: Failed __________________________ test_run_exclude_patterns ___________________________      def test_run_exclude_patterns(): >       ctx = run_command.make_context(""run"", [""--exclude-patterns"", __file__])               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   tests/test_cli.py:701:  _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  /nix/store/53y968aagcaaq46hq3rg2a3mmxwmzvm1-python3.13-click-8.3.1/lib/python3.13/site-packages/click/core.py:1216: in make_context     self.parse_args(ctx, args)         args       = []         ctx        = <click.core.Context object at 0x7ffff4c02b10>         extra      = {}         info_name  = 'run'         parent     = None         self       = <Command run> /nix/store/53y968aagcaaq46hq3rg2a3mmxwmzvm1-python3.13-click-8.3.1/lib/python3.13/site-packages/click/core.py:1227: in parse_args     _, args = param.handle_parse_result(ctx, opts, args)               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^         _          = 5000         args       = []         ctx        = <click.core.Context object at 0x7ffff4c02b10>         opts       = {'exclude_patterns': '/build/flask-3.1.2/tests/test_cli.py'}         param      = <Option key>         param_order = [<Option exclude_patterns>]         parser     = <click.parser._OptionParser object at 0x7ffff4b08bd0>         self       = <Command run> /nix/store/53y968aagcaaq46hq3rg2a3mmxwmzvm1-python3.13-click-8.3.1/lib/python3.13/site-packages/click/core.py:2548: in handle_parse_result     value = self.process_value(ctx, value)             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^         args       = []         ctx        = <click.core.Context object at 0x7ffff4c02b10>         opts       = {'exclude_patterns': '/build/flask-3.1.2/tests/test_cli.py'}         self       = <Option key>         source     = <ParameterSource.DEFAULT: 3>         value      = Sentinel.UNSET /nix/store/53y968aagcaaq46hq3rg2a3mmxwmzvm1-python3.13-click-8.3.1/lib/python3.13/site-packages/click/core.py:3283: in process_value     return super().process_value(ctx, value)            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^         __class__  = <class 'click.core.Option'>         ctx        = <click.core.Context object at 0x7ffff4c02b10>         self       = <Option key>         value      = Sentinel.UNSET /nix/store/53y968aagcaaq46hq3rg2a3mmxwmzvm1-python3.13-click-8.3.1/lib/python3.13/site-packages/click/core.py:2443: in process_value     value = self.callback(ctx, self, value)             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^         ctx        = <click.core.Context object at 0x7ffff4c02b10>         self       = <Option key>         value      = None _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _   ctx = <click.core.Context object at 0x7ffff4c02b10>, param = <Option key> value = None      def _validate_key(ctx: click.Context, param: click.Parameter, value: t.Any) -> t.Any:         """"""The ``--key`` option must be specified when ``--cert`` is a file.         Modifies the ``cert`` param to be a ``(cert, key)`` pair if needed.         """"""         cert = ctx.params.get(""cert"")         is_adhoc = cert == ""adhoc""              try:             import ssl         except ImportError:             is_context = False         else:             is_context = isinstance(cert, ssl.SSLContext)              if value is not None:             if is_adhoc:                 raise click.BadParameter(                     'When ""--cert"" is ""adhoc"", ""--key"" is not used.', ctx, param                 )                  if is_context:                 raise click.BadParameter(                     'When ""--cert"" is an SSLContext object, ""--key"" is not used.',                     ctx,                     param,                 )                  if not cert:                 raise click.BadParameter('""--cert"" must also be specified.', ctx, param)                  ctx.params[""cert""] = cert, value              else:             if cert and not (is_adhoc or is_context): >               raise click.BadParameter('Required when using ""--cert"".', ctx, param) E               click.exceptions.BadParameter: Required when using ""--cert"".  cert       = Sentinel.UNSET ctx        = <click.core.Context object at 0x7ffff4c02b10> is_adhoc   = False is_context = False param      = <Option key> ssl        = <module 'ssl' from '/nix/store/cfapjd2rvqrpry4grb0kljnp8bvnvfxz-python3-3.13.8/lib/python3.13/ssl.py'> value      = None  /nix/store/12gfdjrf93rixvjrkj9pbfy5349q3j4m-python3.13-flask-3.1.2/lib/python3.13/site-packages/flask/cli.py:870: BadParameter =========================== short test summary info ============================ FAILED tests/test_cli.py::test_run_cert_path - Failed: DID NOT RAISE <class 'click.exceptions.BadParameter'> FAILED tests/test_cli.py::test_run_exclude_patterns - click.exceptions.BadParameter: Required when using ""--cert"". ================== 2 failed, 486 passed, 2 skipped in 13.73s =================== ```",https://github.com/pallets/flask/issues/5836,2025-10-25T20:08:38+00:00
13,pallets/flask,5825,Document 415 on the receiving json section,"Document 415 on the receiving json section Documentation on ""json"" request throwing a 415 as well as 400.    The problem text is on https://flask.palletsprojects.com/en/stable/patterns/javascript/#receiving-json-in-views  > Receiving JSON in Views >  > Use the [json](https://flask.palletsprojects.com/en/stable/api/#flask.Request.json) property of the [request](https://flask.palletsprojects.com/en/stable/api/#flask.request) object to decode the request’s body as JSON. If the body is not valid JSON, or the Content-Type header is not set to application/json, a 400 Bad Request error will be raised  I believe you want to indicate that it's a 415 instead of 400 when the Content-Type header doesn't match as it's done on https://flask.palletsprojects.com/en/stable/api/#flask.Request.json  400 is still valid for when the body isn't json (even though the content-type is json).  So maybe something like this ?   > Receiving JSON in Views > > Use the [json](https://flask.palletsprojects.com/en/stable/api/#flask.Request.json) property of the [request](https://flask.palletsprojects.com/en/stable/api/#flask.request) object to decode the request’s body as JSON. If the body is not valid JSON, a 400 Bad Request error will be raised.  If the Content-Type header is not set to application/json, a 415 Unsupported Media Type error will be raised  Environment:  - Python version: N/A - Flask version: latest doc    This is in no way a bug, but it's for being aligned everywhere in your doc :).  I'm just trying to make things better, I love the product ! thanks for the great work you've done !",https://github.com/pallets/flask/issues/5825,2025-10-07T15:41:58+00:00
14,pallets/flask,5819,Enrich Flask’s public API type hints using typing.Annotated with Doc metadata,"Enrich Flask’s public API type hints using typing.Annotated with Doc metadata ## Feature Request  ### Summary  Enhance selected public Flask APIs (for example `add_url_rule` and `route`) by adding `typing.Annotated` with `Doc` metadata **and `Literal` types for HTTP methods** to provide richer IDE assistance and stronger static type checking.  ### Example  ```python from typing import Annotated, Literal from typing_extensions import Doc  # Strict HTTP method type for auto-complete and validation Method = Literal[""GET"", ""POST"", ""PUT"", ""DELETE"", ""PATCH"", ""OPTIONS"", ""HEAD""]  def add_url_rule(     rule: Annotated[str, Doc(""URL path such as '/home' or '/api/items/<int:id>'"")],     *,     methods: Annotated[list[Method], Doc(""Allowed HTTP methods, e.g. ['GET', 'POST']"")],     ... ) -> None:     ... ```  ### Benefits  * **Better editor/IDE hints and documentation** for route paths and HTTP methods. * **Static validation of HTTP verbs** so type checkers catch typos like `""GEET""`. * **Backward compatible** with existing type checkers and runtime behavior (`typing_extensions.Annotated` and `Literal` are supported across Python versions Flask supports).  ### Questions for Maintainers  * Would you accept `Annotated` + `Doc` and `Literal` types in public API signatures? * If yes, should I begin with a small pilot (e.g., only `add_url_rule`) before expanding to other decorators such as `route`?",https://github.com/pallets/flask/issues/5819,2025-09-21T05:31:27+00:00
15,pallets/flask,5817,asyncio is not compatible with gevent,"asyncio is not compatible with gevent See #5256  async-await: <https://flask.palletsprojects.com/en/stable/async-await/>  > Using async with greenlet > When using gevent or eventlet to serve an application or patch the runtime, greenlet>=1.0 is required. When using PyPy, PyPy>=7.3.7 is required.  Flask uses asgiref, which is not compatible with gevent: <https://github.com/django/asgiref/issues/443>   BTW: ASGI: <https://flask.palletsprojects.com/en/stable/deploying/asgi/>  > The asgiref [WsgiToAsgi](https://github.com/django/asgiref#wsgi-to-asgi-adapter) adapter is recommended as it integrates with the event loop used for Flask’s [Using async and await](https://flask.palletsprojects.com/en/stable/async-await/#async-await) support.  This makes it seem like the event loop integration means a single worker could process multiple requests concurently, which it can't, the worker will block on `await`.  ---  I'm not the only one that found this the hard way: [Flask, Gunicorn, Gevent and Asyncio Don't Mix](https://github.com/moogah/flask-gunicorn-gevent-asyncio/blob/29be08051cd663fa68d982f27232d2a5215a399c/README.md)",https://github.com/pallets/flask/issues/5817,2025-09-16T12:28:32+00:00
16,pallets/flask,5816,deprecate `should_ignore_error`,"deprecate `should_ignore_error` This was added in f1918093ac70d589a4d67af0d77140734c06c13d as part of the original code to keep the context around for use in the debugger, tests, etc. It was not part of a PR, and there's no linked issue or explanation on why it was added.  The intention seems to be to allow ignoring certain errors during debugging, so that cleanup is still run immediately. That's not how context preservation works anymore.  It also causes the exception to not be passed to teardown handlers, but there doesn't seem to be any reason to hide that, and handlers can already choose what to do if they're passed an error.  The method is only documented in the API, not in any other pages. There's no test for it. I have a feeling this isn't used. It results in an extra function call every single request, only to always return false. This can be deprecated then removed.",https://github.com/pallets/flask/issues/5816,2025-09-14T16:38:15+00:00
17,pallets/flask,5815,pass context internally instead of using contextvars,"pass context internally instead of using contextvars Currently, there are a bunch of different methods on the `Flask` class that run to dispatch each request. Many of these access `request` and other context proxies. We should update them to pass the `AppContext` everywhere instead. This is more convenient after #5812 with only one context object instead of two. As @pgjones pointed out in #5229, not having to access the contextvar is a significant speedup to ASGI Quart, although it doesn't appear to affect WSGI Flask as much. Perhaps if we were serving with greenlets and so contexts were switching more, it would be more noticeable in Flask too.  The obvious problem is that it is a breaking change to the signatures of all these methods. I'm unsure how many methods are affected, but I'm also unsure how many projects are even subclassing `Flask` to override any of the methods. The fact that the methods are public seems unintentional, compared to the much more common ways of configuring and customizing an app.  We could continue to support both signatures, showing a deprecation warning for the old one, by adding some detection to `Flask.__init__`. This would add some amount of time during app setup, but wouldn't affect runtime performance of the app.  ---  Another idea I had for the future was to have `@route` and other decorators inspect the signature of the decorated function, to allow injecting `request`, `app`, etc. if users would rather use that pattern than import the proxies. Having the request object directly available in all the dispatch methods would make this more straightforward. User code would be able to choose what pattern they want, the current proxy pattern would never be deprecated for user code.",https://github.com/pallets/flask/issues/5815,2025-09-13T18:19:56+00:00
18,pallets/flask,5804,3.1.2 regression: `stream_with_context` triggers `teardown_request()` calls before response generation,"3.1.2 regression: `stream_with_context` triggers `teardown_request()` calls before response generation <!-- This issue tracker is a tool to address bugs in Flask itself. Please use GitHub Discussions or the Pallets Discord for questions about your own code.  Replace this comment with a clear outline of what the bug is. -->  <!-- Describe how to replicate the bug.  Include a minimal reproducible example that demonstrates the bug. Include the full traceback if there was an exception. -->  <!-- Describe the expected behavior that should have happened but didn't. --> Hello,  I believe the changes to `stream_with_context()` in https://github.com/pallets/flask/pull/5799/commits/9822a0351574790cb66c652fcc396ad7aa2b09d8 introduced a bug where the `teardown_request()` callables are invoked too early in the request/response lifecycle (and actually invoked twice, before generating the response and a second time after the end of the request). Take the following example:  ```python # flask_teardown_stream_with_context.py from flask import Flask, g, stream_with_context   def _teardown_request(_):     print(""do_teardown_request() called"")     g.pop(""hello"")   app = Flask(__name__)  app.teardown_request(_teardown_request)   @app.get(""/stream"") def streamed_response():     g.hello = ""world""      def generate():         print(""Starting to generate response"")         yield f""<p>Hello {g.hello} !</p>""      return stream_with_context(generate())   app.run(debug=True) ```  In 3.1.1:  ``` % /tmp/venv/bin/flask --version            Python 3.13.7 Flask 3.1.1 Werkzeug 3.1.3 % /tmp/venv/bin/python flask_teardown_stream_with_context.py  […] Starting to generate response 127.0.0.1 - - [01/Sep/2025 16:07:05] ""GET /stream HTTP/1.1"" 200 - do_teardown_request() called ```  In 3.1.2:  ``` % /tmp/venv/bin/flask --version                              Python 3.13.7 Flask 3.1.2 Werkzeug 3.1.3 % /tmp/venv/bin/python flask_teardown_stream_with_context.py do_teardown_request() called Starting to generate response do_teardown_request() called Debugging middleware caught exception in streamed response at a point where response headers were already sent. Traceback (most recent call last):   File ""/tmp/venv/lib/python3.13/site-packages/flask/helpers.py"", line 132, in generator     yield from gen   File ""/tmp/flask_teardown_stream_with_context.py"", line 21, in generate     yield f""<p>Hello {g.hello} !</p>""                       ^^^^^^^   File ""/tmp/venv/lib/python3.13/site-packages/flask/ctx.py"", line 56, in __getattr__     raise AttributeError(name) from None AttributeError: hello  During handling of the above exception, another exception occurred:  Traceback (most recent call last):   File ""/tmp/venv/lib/python3.13/site-packages/werkzeug/wsgi.py"", line 256, in __next__     return self._next()            ~~~~~~~~~~^^   File ""/tmp/venv/lib/python3.13/site-packages/werkzeug/wrappers/response.py"", line 32, in _iter_encoded     for item in iterable:                 ^^^^^^^^   File ""/tmp/venv/lib/python3.13/site-packages/flask/helpers.py"", line 130, in generator     with app_ctx, req_ctx:                   ^^^^^^^   File ""/tmp/venv/lib/python3.13/site-packages/flask/ctx.py"", line 443, in __exit__     self.pop(exc_value)     ~~~~~~~~^^^^^^^^^^^   File ""/tmp/venv/lib/python3.13/site-packages/flask/ctx.py"", line 410, in pop     self.app.do_teardown_request(exc)     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^   File ""/tmp/venv/lib/python3.13/site-packages/flask/app.py"", line 1356, in do_teardown_request     self.ensure_sync(func)(exc)     ~~~~~~~~~~~~~~~~~~~~~~^^^^^   File ""/tmp/flask_teardown_stream_with_context.py"", line 7, in _teardown_request     g.pop(""hello"")     ~~~~~^^^^^^^^^   File ""/tmp/venv/lib/python3.13/site-packages/flask/ctx.py"", line 88, in pop     return self.__dict__.pop(name)            ~~~~~~~~~~~~~~~~~^^^^^^ KeyError: 'hello' 127.0.0.1 - - [01/Sep/2025 16:09:35] ""GET /stream HTTP/1.1"" 200 - ```  Specifically,  ``` do_teardown_request() called Starting to generate response do_teardown_request() called ```  So `_teardown_request()` is called before flask start to iterate on the response generator.  This is a simplified version of our own code; I'm not sure we can actually expect `g` to still be available during response generators, but given it worked in 3.1.1 and the phrasing / intent of `teardown_request()`, I'd expect it not to be called before the response is actually generated. Note also that removing the code which causes the error, i.e. the `g` access, and keeping just the `print()` for debugging, will still show `_teardown_request()` being called twice.  It's not obvious to me where exactly the bug is triggered. Adding a `traceback.print_stack()` call to `_teardown_request()`: * in 3.1.1, the only call, once the request is done, is triggered by https://github.com/pallets/flask/blob/7fff56f5172c48b6f3aedf17ee14ef5c2533dfd1/src/flask/helpers.py#L115 ⇒ https://github.com/pallets/flask/blob/330123258e8c3dc391cbe55ab1ed94891ca83af3/src/flask/ctx.py#L443  * in 3.1.2, the (new) first call before entering the response generator is triggered by https://github.com/pallets/flask/blob/330123258e8c3dc391cbe55ab1ed94891ca83af3/src/flask/app.py#L1527 ; the second is similar to 3.1.1, i.e. https://github.com/pallets/flask/blob/330123258e8c3dc391cbe55ab1ed94891ca83af3/src/flask/helpers.py#L130 ⇒ https://github.com/pallets/flask/blob/330123258e8c3dc391cbe55ab1ed94891ca83af3/src/flask/ctx.py#L443  Environment:  - Python version: 3.13 - Flask version: 3.1.2",https://github.com/pallets/flask/issues/5804,2025-09-01T14:24:02+00:00
19,pallets/flask,5803,`flask.testing` misleadingly appears to import `TestResponse`,"`flask.testing` misleadingly appears to import `TestResponse` `testing.py` contains the following: ```python if t.TYPE_CHECKING:  # pragma: no cover     from werkzeug.test import TestResponse ``` As such, any IDE or static checker will consider this to be valid code: ```python import flask.testing as _flask_test  def my_test_helper(flask_test_client: _flask_test.FlaskClient) -> _flask_test.TestResponse:     ... ```  However, at runtime, this code will fail, because `TestResponse` is not actually imported into the `flask.testing` namespace.  Possible solutions: - Move `from werkzeug.test import TestResponse` outside the `if t.TYPE_CHECKING` block; you're already importing `werkzeug.test` in that file anyway - Remove `from werkzeug.test import TestResponse` entirely and replace `TestResponse` with `werkzeug.test.TestResponse` in type-hints - Change `from werkzeug.test import TestResponse` to `from werkzeug.test import TestResponse as _TestResponse`; the leading underscore signals marks the import as private, at which point it doesn't matter if its really imported or not because nobody should be using it from outside the file",https://github.com/pallets/flask/issues/5803,2025-08-30T01:20:49+00:00
20,pallets/flask,5792,Test,Test <!-- This issue tracker is a tool to address bugs in Flask itself. Please use GitHub Discussions or the Pallets Discord for questions about your own code.  Replace this comment with a clear outline of what the bug is. -->  <!-- Describe how to replicate the bug.  Include a minimal reproducible example that demonstrates the bug. Include the full traceback if there was an exception. -->  <!-- Describe the expected behavior that should have happened but didn't. -->  Environment:  - Python version: - Flask version:,https://github.com/pallets/flask/issues/5792,2025-08-03T03:15:59+00:00
21,pallets/flask,5786,Session is not updated on redirect target endpoint in tests,"Session is not updated on redirect target endpoint in tests Hello team. During writing tests, I noticed a strange session behavior.  I want to verify that after a redirect, the target location sets valid session properties, and it seems like in tests, the session properties when following redirects are not saved/exposed to the test environment.  Here's an example: ```python import pytest from flask import Flask, redirect, session  @pytest.fixture def app():     app = Flask(__name__)     app.debug = True     app.secret_key = 'test_secret'  # noqa: S105 – fake secret key for testing purposes      @app.get('/redirect')     def do_redirect():         print(""Redirecting to target endpoint"", flush=True)         session[""redirected""] = ""true""         return redirect('/target', 302)      @app.get('/target')     def target():         print(""Target endpoint reached"", flush=True)         session['foo'] = 'bar'         return 'Target', 200      return app  @pytest.fixture() def client(app):     return app.test_client()  def test_session(client):     with client:         response = client.get(""/redirect"", follow_redirects=True)          print(f""Session after a redirect: {session.items()}"", flush=True)         assert response.status_code == 200         assert response.data == b""Target""          assert session.get(""redirected"") == ""true""         assert session.get('foo') == 'bar'          client.get(""/target"", follow_redirects=True)         assert session.get('foo') == 'bar'         assert response.data == b""Target""         print(f""Session after a direct request: {session.items()}"", flush=True) ```  The test fails on the first assertion `assert session.get('foo') == 'bar'`.  If I comment it out, the test output is the following:  ``` Redirecting to the target endpoint Target endpoint reached Session after a redirect: dict_items([('redirected', 'true')]) Target endpoint reached Session after a direct request: dict_items([('foo', 'bar'), ('redirected', 'true')]) ```  **IMPORTANT**: The described behavior is not reproduced when running the application with the real HTTP requests.  Environment:  - Python version: 3.13 - Flask version: 3.10",https://github.com/pallets/flask/issues/5786,2025-07-30T09:18:04+00:00
22,pallets/flask,5784,"Add a ""Scroll to Top"" Button for Long Documentation Pages","Add a ""Scroll to Top"" Button for Long Documentation Pages Some pages in the Flask documentation—such as [API](https://flask.palletsprojects.com/en/stable/api/) and [Configuration Handling](https://flask.palletsprojects.com/en/stable/config/)—are very long, requiring users to manually scroll all the way back up to access the top navigation links.  Adding a persistent ""Scroll to Top"" button (e.g. fixed to the bottom-left corner) would enhance usability by making navigation easier for users reading on smaller screens or mobile devices. This is a common accessibility and UX pattern on many documentation sites and could improve the overall reading experience.  This proposal does not affect Flask’s core library—it’s a suggestion for the documentation site UI only. I’m happy to help with a pull request if the maintainers are open to the addition.",https://github.com/pallets/flask/issues/5784,2025-07-28T22:48:31+00:00
23,pallets/flask,5776,Looser type annotations for send_file() path_or_file argument,"Looser type annotations for send_file() path_or_file argument `path_or_file` argument of `flask.helpers.send_file` is typed as `os.PathLike[t.AnyStr] | str | t.BinaryIO`. This prevents passing some objects that are `t.IO[bytes]`, but not `t.BinaryIO`. The underlying`werkzeug.utils.send_file` already allows `t.IO[bytes]` due to pallets/werkzeug#2209 since version 2.0.2.   Reproduction: ```python from tempfile import NamedTemporaryFile from typing import IO  from flask.helpers import send_file   # The return type cannot be ""BinaryIO"" because ""NamedTemporaryFile"" is incompatible with it according to Mypy. def some_function() -> IO[bytes]:     file = NamedTemporaryFile()     ...     return file   file = some_function() send_file(file) ```  Raises the following exception with Mypy 1.16.1. ``` error: Argument 1 to ""send_file"" has incompatible type ""IO[bytes]""; expected ""PathLike[str] | str | BinaryIO""  [arg-type] ```  I could simply change the return value of `some_function` to `_TemporaryFileWrapper[bytes]` or cast it to `BinaryIO`. However, I would like to allow `t.IO[bytes]`.  Side note: `_TemporaryFileWrapper[bytes]` conforms to `PathLike[str]` due to python/typeshed#7840. That is why it is accepted by `flask.helpers.send_file`.  Allowing `t.IO[bytes]` would be backwards compatible change as all `t.BinaryIO` are also `t.IO[bytes]`. [Mypy Playground](https://mypy-play.net/?mypy=latest&python=3.10&gist=4d7e2a43a847df9d332f5b7daba7a9fe)  Environment:  - Python version: 3.12.11 - Flask version: 3.1.1",https://github.com/pallets/flask/issues/5776,2025-07-16T09:06:28+00:00
