id,repo,issue_number,title,text,url,created_at
24,pallets/flask,5774,`stream_with_context` does not work with async routes,"`stream_with_context` does not work with async routes Consider this trivial route + test in `app.py`:  ```python import flask from flask import Flask from flask import Response  import pytest  app = Flask(__name__)   @app.route(""/foo"") async def foo():     def gen():         yield ""bar""      return Response(flask.stream_with_context(gen()))   def test_foo():     with app.test_client() as client:         client.get(""/foo"") ```  With the following `requirements.txt`:  ``` flask[async]==3.1.1 pytest==8.4.1 werkzeug==3.1.3 ```  Running `pytest app.py` results in:  ``` ============================= test session starts ============================== platform darwin -- Python 3.12.11, pytest-8.4.1, pluggy-1.6.0 rootdir: /private/tmp/stream_with_context collected 1 item  app.py F                                                                 [100%]  =================================== FAILURES =================================== ___________________________________ test_foo ___________________________________      def test_foo():         with app.test_client() as client: >           client.get(""/foo"")  app.py:20: _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ venv/lib/python3.12/site-packages/werkzeug/test.py:1162: in get     return self.open(*args, **kw)            ^^^^^^^^^^^^^^^^^^^^^^ venv/lib/python3.12/site-packages/flask/testing.py:235: in open     response = super().open( venv/lib/python3.12/site-packages/werkzeug/test.py:1116: in open     response_parts = self.run_wsgi_app(request.environ, buffered=buffered)                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ venv/lib/python3.12/site-packages/werkzeug/test.py:988: in run_wsgi_app     rv = run_wsgi_app(self.application, environ, buffered=buffered)          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ venv/lib/python3.12/site-packages/werkzeug/test.py:1264: in run_wsgi_app     app_rv = app(environ, start_response)              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^ venv/lib/python3.12/site-packages/flask/app.py:1536: in __call__     return self.wsgi_app(environ, start_response)            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ venv/lib/python3.12/site-packages/flask/app.py:1527: in wsgi_app     ctx.pop(error) _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _  self = <RequestContext 'http://localhost/foo' [GET] of app>, exc = None      def pop(self, exc: BaseException | None = _sentinel) -> None:  # type: ignore         """"""Pops the request context and unbinds it by doing that.  This will         also trigger the execution of functions registered by the         :meth:`~flask.Flask.teardown_request` decorator.          .. versionchanged:: 0.9            Added the `exc` argument.         """"""         clear_request = len(self._cv_tokens) == 1          try:             if clear_request:                 if exc is _sentinel:                     exc = sys.exc_info()[1]                 self.app.do_teardown_request(exc)                  request_close = getattr(self.request, ""close"", None)                 if request_close is not None:                     request_close()         finally:             ctx = _cv_request.get()             token, app_ctx = self._cv_tokens.pop() >           _cv_request.reset(token) E           ValueError: <Token var=<ContextVar name='flask.request_ctx' at 0x103cd9a30> at 0x104b23a40> was created in a different Context  venv/lib/python3.12/site-packages/flask/ctx.py:418: ValueError =========================== short test summary info ============================ FAILED app.py::test_foo - ValueError: <Token var=<ContextVar name='flask.request_ctx' at 0x103cd9a30>... ============================== 1 failed in 0.11s =============================== ```  Similarly, `python -m flask run` and then `curl http://127.0.0.1:5000/foo` results in:  ``` 127.0.0.1 - - [15/Jul/2025 13:40:14] ""GET /foo HTTP/1.1"" 500 - Error on request: Traceback (most recent call last):   File ""/private/tmp/stream_with_context/venv/lib/python3.12/site-packages/werkzeug/serving.py"", line 370, in run_wsgi     execute(self.server.app)   File ""/private/tmp/stream_with_context/venv/lib/python3.12/site-packages/werkzeug/serving.py"", line 331, in execute     application_iter = app(environ, start_response)                        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/private/tmp/stream_with_context/venv/lib/python3.12/site-packages/flask/app.py"", line 1536, in __call__     return self.wsgi_app(environ, start_response)            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^   File ""/private/tmp/stream_with_context/venv/lib/python3.12/site-packages/flask/app.py"", line 1527, in wsgi_app     ctx.pop(error)   File ""/private/tmp/stream_with_context/venv/lib/python3.12/site-packages/flask/ctx.py"", line 418, in pop     _cv_request.reset(token) ValueError: <Token var=<ContextVar name='flask.request_ctx' at 0x1029ccea0> at 0x1049e1980> was created in a different Context ```  If the route is defined `def foo():` without `async`, then this works without issue.  Or if we remove `stream_with_context` and just `return Response(gen())`, also works.  But the combination of `async` + `stream_with_context` fails.  There's also no issue with e.g. flask 2.1.0; I believe this was introduced in flask 2.2.0, specifically by #4682.  Environment:  - Python version: 3.12.11 - Flask version: 3.1.1",https://github.com/pallets/flask/issues/5774,2025-07-15T21:08:57+00:00
25,pallets/flask,5768,Flask documentation website does not support dark mode,"Flask documentation website does not support dark mode **Describe the issue** The official Flask documentation at https://flask.palletsprojects.com currently does not support dark mode. For many developers, especially those working at night or with light sensitivity, this can create accessibility and eye strain issues.  **Expected behavior** It would be helpful if the documentation site could support an optional dark theme, either by detecting system preferences (prefers-color-scheme) or allowing manual switching.  **Additional context** Many popular frameworks like:  - Django - FastAPI - Pydantic - Typer have added dark mode support in their docs, improving readability and user comfort.",https://github.com/pallets/flask/issues/5768,2025-07-09T10:11:48+00:00
26,pallets/flask,5766,Tt,"Tt <!-- Replace this comment with a description of what the feature should do. Include details such as links to relevant specs or previous discussions. -->  <!-- Replace this comment with an example of the problem which this feature would resolve. Is this problem solvable without changes to Flask, such as by subclassing or using an extension? -->",https://github.com/pallets/flask/issues/5766,2025-07-06T15:33:57+00:00
27,pallets/flask,5763,document that `request.full_path` leaves query string percent encoded,"document that `request.full_path` leaves query string percent encoded WHAT IS THE BUG?  `request.full_path` is documented as *“Requested path as unicode, including the query string.”*   However, Werkzeug URL-unquotes only the **path** (before “?”); the **query string** is returned **raw**.   Code that searches or whitelists on `full_path` can therefore be bypassed by percent-encoding a slash inside a parameter.  ----------------------------------------------------------------------------------------------------------------  HOW TO REPLICATE  ``` ```python from flask import Flask, request app = Flask(__name__)  @app.route(""/show_picture"") def show_picture():     # naïve traversal filter     if ""../"" in request.full_path:         return ""Blocked"", 400     return f""full_path = {request.full_path}"", 200  # run:  flask --app poc run   # bypass: ""../"" hidden as ""%2F"" curl ""http://127.0.0.1:5000/show_picture?img=..%2F..%2Fetc%2Fpasswd"" Result → 200 OK; the filter misses the traversal because ../ appears as ..%2F. ```  ----------------------------------------------------------------------------------------------------------------   EXPECTED BEHAVIOR Documentation (and the full_path docstring) should warn clearly:  ""Only the portion before “?” is URL-unquoted. The query string is returned raw; unquote it manually (e.g. urllib.parse.unquote_plus) before using it for validation or filtering.""  Without that notice, filters like  if ""../"" in request.full_path:     ... if request.full_path.startswith(""/admin""):     ...  can be bypassed with %2F inside the query string.  ----------------------------------------------------------------------------------------------------------------  Python version: 3.12.3  Flask version: 2.3.3  Werkzeug version: 3.1.3  OS: Ubuntu 24.04 LTS  ----------------------------------------------------------------------------------------------------------------  Acknowledgements Discovery: Jefferson Gozanels GHomez Proof-of-concept & report: Sebastián Alba Vives",https://github.com/pallets/flask/issues/5763,2025-06-23T02:47:18+00:00
28,pallets/flask,5756,404 Flask cannot find /security/login API,"404 Flask cannot find /security/login API We are using airflow 2.8.4, and recently we upgrade it to 2.10.5  ### Environment for Airflow 2.8.4  - Python version: 3.10 - Flask version:   ``` Flask-AppBuilder==4.3.11 Flask-Babel==2.0.0 Flask-Bcrypt==1.0.1 Flask-Caching==2.1.0 Flask-JWT-Extended==4.6.0 Flask-Limiter==3.5.1 Flask-Login==0.6.3 Flask-SQLAlchemy==2.5.1 Flask-Session==0.5.0 Flask-WTF==1.2.1 Flask==2.2.5 ```  Call /security/login API:  <img width=""1541"" alt=""Image"" src=""https://github.com/user-attachments/assets/ef976819-1ac1-4bd6-b84b-3ceab844a998"" />   ### Environment for Airflow 2.10.5  - Python version: 3.10 - Flask version:   ``` Flask-AppBuilder==4.5.2 Flask-Babel==2.0.0 Flask-Bcrypt==1.0.1 Flask-Caching==2.3.0 Flask-JWT-Extended==4.7.1 Flask-Limiter==3.10.1 Flask-Login==0.6.3 Flask-SQLAlchemy==2.5.1 Flask-Session==0.5.0 Flask-WTF==1.2.2 Flask==2.2.5 ```  Call /security/login API:  <img width=""1552"" alt=""Image"" src=""https://github.com/user-attachments/assets/e6ca32db-cb56-49e6-a266-8edb82e8d0b2"" />   Error Log: ``` {   ""detail"": ""The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again."",   ""status"": 404,   ""title"": ""Not Found"",   ""type"": ""about:blank"" } ```  /security/login API in  Flask-AppBuilder==4.5.2  https://github.com/dpgaspar/Flask-AppBuilder/blob/v4.5.2/flask_appbuilder/security/api.py#L32  /security/login API in  Flask-AppBuilder==4.3.11  https://github.com/dpgaspar/Flask-AppBuilder/blob/v4.3.11/flask_appbuilder/security/api.py#L32",https://github.com/pallets/flask/issues/5756,2025-06-09T18:18:08+00:00
29,pallets/flask,5751,"Typing mismatch between Flask and Werkzeug ""Response"" objects","Typing mismatch between Flask and Werkzeug ""Response"" objects There is an odd typing issue where Werkzeug `Response` != Flask `Response`. Please see below:  ```python from flask import Response, redirect, url_for  def foo() -> Response:     return redirect(url_for(""some.route"")) ```  This example returns:  ``` basedpyright: Type ""Response"" is not assignable to return type ""Response""                                   ""werkzeug.wrappers.response.Response"" is not assignable to ""flask.wrappers.Response"" [reportReturnType] ```  Environment:  - Python version: 3.13 - Flask version: 3.1.1",https://github.com/pallets/flask/issues/5751,2025-06-03T06:07:09+00:00
30,pallets/flask,5746,MAX_FORM_MEMORY_SIZE not being picked up correctly,"MAX_FORM_MEMORY_SIZE not being picked up correctly ## ISSUE Setting app.config[""MAX_FORM_MEMORY_SIZE""] = VALUE does not have any effect on the actual configuration and the default 500000 bytes from werkzeug request is stilled used   ## REPLICATION Setup a minimum flask project  app = Flask(__name__) app.config[""MAX_FORM_MEMORY_SIZE""] = 1024 * 1024 * 1024  print(app.request_class.max_form_memory_size)  ## MISSBEHAVIOUR I would expect if I set the MAX FORM MEMORY SIZE in my config it is properly applied and I can send requests with a content length appropriate to the setting but flask defaults to 500kb  Environment:  - Python version:  3.11 - Flask version: 2.3.3",https://github.com/pallets/flask/issues/5746,2025-05-27T13:03:43+00:00
31,pallets/flask,5745,Model Context Protocol (MCP) Support for Flask,"Model Context Protocol (MCP) Support for Flask ## Feature Request: Model Context Protocol (MCP) Support for Flask  ### Description  This feature request proposes adding native support for the Model Context Protocol (MCP) to Flask. MCP is an open protocol that enables secure connections between host applications and AI model providers, allowing for standardized communication patterns in AI-powered applications.  **Key aspects of MCP integration would include:** - Built-in MCP server capabilities for Flask applications - Middleware for handling MCP message routing - Authentication and authorization mechanisms for MCP connections - WebSocket and HTTP transport support as per MCP specification - Integration with Flask's existing request/response cycle  **Relevant links:** - [Model Context Protocol Specification](https://modelcontextprotocol.io/introduction) - [MCP GitHub Repository](https://github.com/modelcontextprotocol/python-sdk)  ### Problem Statement  Currently, developers who want to build AI-powered Flask applications that communicate via MCP must implement the protocol manually or rely on third-party libraries. This creates several challenges:  1. **Boilerplate Code**: Developers need to write significant boilerplate to handle MCP message formatting, routing, and transport 2. **Inconsistent Implementation**: Without standardized Flask integration, different projects implement MCP differently 3. **Security Concerns**: Manual implementation may miss important security considerations built into the MCP spec 4. **Maintenance Overhead**: Keeping custom MCP implementations up-to-date with protocol changes  **Example use case:** A Flask application serving as an AI assistant backend needs to: - Accept MCP connections from client applications - Handle tool calls and resource requests - Maintain secure, authenticated sessions - Process streaming responses  Currently, this requires extensive custom code that could be standardized.  ### Proposed Solution  Add Flask-MCP as either a core extension or built-in functionality that provides:  ```python from flask import Flask from flask_mcp import MCPServer  app = Flask(__name__) mcp = MCPServer(app)  @mcp.tool(""get_weather"") def get_weather(location: str) -> str:     # Tool implementation     return f""Weather in {location}""  @mcp.resource(""user_preferences"") def get_user_prefs():     # Resource implementation     return {""theme"": ""dark""} ```  This would make Flask a first-class citizen in the MCP ecosystem alongside other frameworks.  ### Alternative Approaches  While this could be implemented as a third-party extension (and some exist), native Flask support would: - Ensure better integration with Flask's ecosystem - Provide official maintenance and security updates   - Encourage broader MCP adoption in Python web development - Offer performance optimizations through deeper Flask integration  What do you think?  🚀",https://github.com/pallets/flask/issues/5745,2025-05-25T03:21:12+00:00
32,pallets/flask,5738,Allow multiple template folders for large projects,Allow multiple template folders for large projects Jinja2 supports multiple search paths for templates so Flask should do the same. This will allow template inheriting without copying files.   https://github.com/pallets/jinja/blob/main/src/jinja2/loaders.py#L190,https://github.com/pallets/flask/issues/5738,2025-05-20T10:48:36+00:00
33,pallets/flask,5729,The `template_filter` decorator doesn't work if you don't pass an argument,"The `template_filter` decorator doesn't work if you don't pass an argument ## What's the issue?  You can use `template_filter` as a decorator, but it only registers the filter if you write an explicit name or an empty set of parentheses. If you call it without parens, the filter doesn't get registered.  It's a small difference and can be confusing.  ## Minimal example  Consider the following program:  ```python from flask import Flask, render_template_string   app = Flask(__name__)   @app.template_filter def double(x):     return x * 2   @app.route(""/"") def index():     return render_template_string(""2 times 2 is {{ 2 | double }}"") ```  If you run this app (`flask run --port 8008 --debug`) and then open it in your browser (`http://localhost:8008`) you'll get an error:  ``` jinja2.exceptions.TemplateAssertionError: No filter named 'double'. ```  This is confusing, and it took me a while to realise the missing parentheses in `app.template_filter` were at fault.  ## Suggested fix  I think it would be helpful if the decorator either:  * Supported being called without parentheses, or * Printed an explicit warning if called this way, e.g. `Did you use 'template_filter' as a decorator without parentheses? You need to call it with 'template_filter()'`  This is caught by type checkers, but not everybody type checks their Python and the error message is less obvious:  ``` Argument 1 to ""template_filter"" of ""App"" has incompatible type ""Callable[[Any], Any]""; expected ""str | None"" ```  I've had a look at the relevant code, and I'd be happy to provide a patch if you think this is a useful change.  ## Environment  - Python version: Python 3.11.11 - Flask version: Flask 3.1.0",https://github.com/pallets/flask/issues/5729,2025-05-12T08:33:00+00:00
34,pallets/flask,5726,Adding Architecture Diagram Contribution,Adding Architecture Diagram Contribution Hello maintainers! I've created an architecture diagram that visualizes Flask's core components and their relationships. This visualization could help new contributors understand the codebase structure and assist users in grasping Flask's high-level architecture.  ![Image](https://github.com/user-attachments/assets/143025cf-6094-4c19-93f5-ac06bfa59738)  [Flask Architecture Diagram on Kloudfarm.io](https://app.kloudfarm.io/share/379c2674f0b240c387a5135690c8f01c8c18a988878e99846fb36ea18ad7e1ef) The diagram shows: - Core Flask classes and relationships - Request/response lifecycle - Extension integration points - Blueprint organization  I'd be happy to:  1. Submit a PR to add this to documentation 2. Provide different file formats 3. Create more focused diagrams of specific subsystems  Would this be a helpful addition to the project? Open to any feedback or suggestions. Thanks!,https://github.com/pallets/flask/issues/5726,2025-05-10T16:22:17+00:00
35,pallets/flask,5721,Ihmuukin_ai,Ihmuukin_ai <!-- This issue tracker is a tool to address bugs in Flask itself. Please use GitHub Discussions or the Pallets Discord for questions about your own code.  Replace this comment with a clear outline of what the bug is. -->  <!-- Describe how to replicate the bug.  Include a minimal reproducible example that demonstrates the bug. Include the full traceback if there was an exception. -->  <!-- Describe the expected behavior that should have happened but didn't. -->  Environment:  - Python version: - Flask version:,https://github.com/pallets/flask/issues/5721,2025-04-22T11:37:28+00:00
36,pallets/flask,5711,close resources before reload (option --reload),"close resources before reload (option --reload) I have a Flask application that establishes connections to multiple SQLite databases.  When the local development server (werkzeug) is started with option ``--reload`` the connections are not closed on reload, since Python 3.13 this is also logged with a [ResourceWarning](https://docs.python.org/3/whatsnew/3.13.html#sqlite3):      ResourceWarning: unclosed database in <sqlite3.Connection object at ...>  Since the application (since each thread) establishes various DB connections, the (debug) log is flooded with such warnings during development.  I am aware that the DB connectors can be closed when the context is [torn down](https://flask.palletsprojects.com/en/stable/patterns/sqlite3/), but this is not desired. The DB connections should be open over the entire lifetime of the server (thread).  And the problem is not limited to sqlite3, in general, it would be better to close resources before reloading the modules.  Is there perhaps a hook or another chance with which it would be possible to close open resources?   -----  *I placed it here as a feature-request .. may we better move this issue to werkzeug?*",https://github.com/pallets/flask/issues/5711,2025-04-09T14:00:37+00:00
37,pallets/flask,5709,Reference cycle caused by exception handling,"Reference cycle caused by exception handling A reference cycle is introduced by Flask's exception handling mechanism. Specifically, the exception object retains a reference to the stack frame, which in turn holds a reference back to the exception. This creates a reference cycle between the traceback and the exception instance.  This becomes particularly problematic in applications where the garbage collector is disabled (gc.disable()). Even when the GC is enabled, this cycle puts unnecessary pressure on memory management.  The issue originates from the following line in the Flask source code: https://github.com/pallets/flask/blob/9225f8bb28d291b1610c8a58e3233aa6bbdc1808/src/flask/app.py#L1507  The fix is simple: the reference to the exception object should be explicitly released once it is no longer needed.  A minimal reproducible example demonstrating this issue can be found here: 👉 https://github.com/tomasz-pankowski/exception-memory-leak/tree/main  Environment:  - Python version: any - Flask version: 3.1.0 (earlier ones too)",https://github.com/pallets/flask/issues/5709,2025-04-06T08:05:19+00:00
38,pallets/flask,5692,'pkgutil.get_loader' is removed from Python 3.14,"'pkgutil.get_loader' is removed from Python 3.14 Per What's new in Python 3.14: > Remove deprecated pkgutil.get_loader() and pkgutil.find_loader(). These had previously raised a DeprecationWarning since Python 3.12. (Contributed by Bénédikt Tran in gh-97850.)  It manifests in flask's tests:   ``` ______________ ERROR at setup of test_prefix_package_paths[True] _______________  request = <SubRequest 'limit_loader' for <Function test_prefix_package_paths[True]>> monkeypatch = <_pytest.monkeypatch.MonkeyPatch object at 0x7f1fe6cb9b70>      @pytest.fixture(params=(True, False))     def limit_loader(request, monkeypatch):         """"""Patch pkgutil.get_loader to give loader without get_filename or archive.              This provides for tests where a system has custom loaders, e.g. Google App         Engine's HardenedModulesHook, which have neither the `get_filename` method         nor the `archive` attribute.              This fixture will run the testcase twice, once with and once without the         limitation/mock.         """"""         if not request.param:             return              class LimitedLoader:             def __init__(self, loader):                 self.loader = loader                  def __getattr__(self, name):                 if name in {""archive"", ""get_filename""}:                     raise AttributeError(f""Mocking a loader which does not have {name!r}."")                 return getattr(self.loader, name)      >       old_get_loader = pkgutil.get_loader E       AttributeError: module 'pkgutil' has no attribute 'get_loader'  ERROR tests/test_instance_config.py::test_installed_module_paths[True] - Attr... ERROR tests/test_instance_config.py::test_installed_package_paths[True] - Att... ERROR tests/test_instance_config.py::test_prefix_package_paths[True] - Attrib... ```  Run the tests with Python 3.14  Environment:  - Python version: 3.14.0a6 - Flask version: 3.1.0",https://github.com/pallets/flask/issues/5692,2025-03-19T11:08:53+00:00
39,pallets/flask,5691,flask.__init__.__getattr__ can hide typing errors,"flask.__init__.__getattr__ can hide typing errors admittedly this is a bit of an edge case -- but perhaps if the `__getattr__` pattern is implemented next time for deprecations this can be taken into consideration!  I have an unfortunately-named bit in my webapp called ""flash"" and I've used flask for years and my fingers tend to typo one as the other.  I had a file like this (simplified!):  ```python import flask  flask.FlashMessage ```  which is obviously wrong -- flask doesn't have a `FlashMessage`!  but it was passing mypy due to `def __getattr__(name: str) -> t.Any:` in `__init__.py`  it _might_ be better to guard that behind a `if not t.TYPE_CHECKING: ...` block such that mypy doesn't pick that up and lead to misleading results  not a big deal though and I see that the `__getattr__`  is already removed in mainline  another idea would be to use `@overload` on `__getattr__` such that it only allows the particular Literals? but it looks like mypy doesn't even support that so nevermind! https://github.com/python/mypy/issues/8203#issuecomment-1670344931   Environment:  - Python version: 3.13.1 - Flask version: 3.1.0",https://github.com/pallets/flask/issues/5691,2025-03-08T16:56:50+00:00
40,pallets/flask,5689,Is flask still being maintained?,"Is flask still being maintained? Is flask still being maintained, I see the git was updated 2 month back, can I still use flask for my new project?",https://github.com/pallets/flask/issues/5689,2025-03-04T11:47:03+00:00
41,pallets/flask,5688,Error using sample code in favicon documentation,"Error using sample code in favicon documentation The code sample gives the assert `view_func is not None, ""expected view func if endpoint is not provided.""`.  Documentation in question: https://flask.palletsprojects.com/en/stable/patterns/favicon/  Sample code in question: ``` app.add_url_rule('/favicon.ico',                  redirect_to=url_for('static', filename='favicon.ico')) ```",https://github.com/pallets/flask/issues/5688,2025-03-02T06:04:51+00:00
42,pallets/flask,5686,Inaccurate documentation for adding a favicon redirect,"Inaccurate documentation for adding a favicon redirect The code sample in the existing documentation on how to redirect a favicon request assumes that add_url_rule takes a parameter named redirect_to. It does not.  Documentation in question: https://flask.palletsprojects.com/en/stable/patterns/favicon/  Sample code in question: ``` app.add_url_rule('/favicon.ico',                  redirect_to=url_for('static', filename='favicon.ico')) ```",https://github.com/pallets/flask/issues/5686,2025-03-02T05:29:12+00:00
43,pallets/flask,5679,How to solve,"How to solve ```python response = {         ""status"": ""ok"",         ""message"": ""Success"",         ""response"": url     }     return jsonify(response) ```  In this getting output like this   ```json {""message"": ""success"", ""response"": url, ""status"": ""old""} ```  How to solve that getting incorrect output  I need this like  ``` {         ""status"": ""ok"",         ""message"": ""Success"",         ""response"": url     } ```  How to solve",https://github.com/pallets/flask/issues/5679,2025-02-18T09:21:49+00:00
44,pallets/flask,5676,Admin endpoint seems to be reserved,"Admin endpoint seems to be reserved ```python @app.route(""/admin/<password>/<int:page>"", methods=[""GET""]) def admin(password: str, page: int = 1) -> Any:     print(page)     files, total = [], 2     return render_template(""admin.html"", files=files, password=password, total=total) ```  This fails when page is 1,2,3 or 8.  At least. it might fail in more cases.  If page is 4 or 5, 9,  etc, it works.  By works I mean, it uses the actual argument instead of the default: 1  I'm guessing the admin endpoint is being reserved in some way, but should it?  If I replace 'admin' to 'pok' for example:  `@app.route(""/pok/<password>/<int:page>"", methods=[""GET""])`  Then it works as expected.   Environment:  - Python version: 3.13.1 - Flask version: 3.1.0",https://github.com/pallets/flask/issues/5676,2025-02-08T04:41:55+00:00
45,pallets/flask,5673,Custom commands not listed,"Custom commands not listed When I run the `flask` command by itself I get help output with all of my custom commands listed. But when I run `flask --help` I get the help output with only the built-in flask commands (`routes`, `run`, `shell`). I am using the `FLASK_APP` environment variable to load the app.  I would think I should get the same help output (showing my custom commands) whether or not I add the `--help` parameter?  Environment:  - Python 3.12.2 - Flask 3.1.0",https://github.com/pallets/flask/issues/5673,2025-01-28T06:57:24+00:00
46,pallets/flask,5670,"int route converters are actually uint, but not documented as such","int route converters are actually uint, but not documented as such In #2643, a user noted that flask routes with an `int` converter only accepts unsigned integers.  I'll summarize a few different opinions and options in that thread: 1. a user can create their own converter that accepts unsigned integers, or modifies the existing converter (but only on their codebase). An example code snippet was provided in the issue. 2. The user's report could be treated as a bug in the `int` converter, so the fix would be to modify the flask `int` converter to accept the other ~50% of legitimate integers. Assumptions were made about which part of the integer space most people would use. Concerns were raised about how users may be relying on this bug, and that it should not be fixed for fear of breaking said users. 3. The user's report could be treated as a bug in the documentation, so a presumed fix would be to amend [the documentation](https://flask.palletsprojects.com/en/stable/api/#url-route-registrations) which currently states ""The following converters are available: [...] `int`: accepts integers""; it could be changed to ""`int`: accepts _unsigned_ integers"".  My expectation would have been that either option 2 or 3 would be selected, but instead it appears that the issue was locked to further comment and no further action was taken. So, the documentation is still at odds with the behavior of flask vs the math and computer science definition of integer. I'm not wedded to either solution, but would the pallets team be open to implementing a fix in either direction?  Thank you, -Andrew",https://github.com/pallets/flask/issues/5670,2025-01-13T04:57:35+00:00
47,pallets/flask,5669,ok,"ok <!-- Replace this comment with a description of what the feature should do. Include details such as links to relevant specs or previous discussions. -->  <!-- Replace this comment with an example of the problem which this feature would resolve. Is this problem solvable without changes to Flask, such as by subclassing or using an extension? -->",https://github.com/pallets/flask/issues/5669,2025-01-10T14:36:15+00:00
48,pallets/flask,5667,Consider supporting HOT reload with `hmr`?,"Consider supporting HOT reload with `hmr`? Hot Module Replacement has been existed in JavaScript ecosystem for a long time, but Python web applications are still using full reloads by default.  To solve this situation, I implemented the `hmr` package, which does the fine-grained dependency tracking, on-demand reloading jobs. Here is a demo of what the results look like:  https://github.com/user-attachments/assets/7937d1c2-ed41-4f38-be18-9cc29b9961a1  Obviously the `a.py` runs everytime in `flask run --reload` but reloads only when needed in `hmr app.py`. But everything else works fine (at least for this small demo)  You may say that user should use lazy imports and cache expensive calculations themselves, but in fact not every function can be cached, and lazy imports may lead to ugly code style. This can be solved with on-demand hot reloading without overhead. So I believe this is the future.  Although this is just a minimal demo, but I value hmr's potential in the Python ecosystem, and believe that with our efforts this is a reachable goal.  > [!TIP] > You can try the example above [here](https://github.com/promplate/hmr/tree/readme/examples/flask) with `hmr app.py`  ---  About `hmr`, you can refer to its [README](https://github.com/promplate/hmr) for details.",https://github.com/pallets/flask/issues/5667,2025-01-10T08:58:37+00:00
49,pallets/flask,5666,intersphinx broken for flask.Flask.cli,"intersphinx broken for flask.Flask.cli https://flask.palletsprojects.com/en/stable/api/#flask.Flask.cli has a type of `Group`, but it doesn't link to further docs.",https://github.com/pallets/flask/issues/5666,2025-01-03T18:51:42+00:00
50,pallets/flask,5662,Containerization,Containerization Hello  team I am planning to containerized the entire flask framework using docker so whenever user needs to work on the project they can able to run entire framework just by running docker container so can i work on this feature.,https://github.com/pallets/flask/issues/5662,2024-12-29T12:29:29+00:00
